Name,overall,Action,Adventure,Sci-Fi,Drama,Comedy,Romance,Musical,War,Horror,History,Mystery,Thriller,Crime,Sport,Biography,Fantasy,Family,Documentary,Music,Animation,News,Western,average,Votes
Bhairava Dweepam,7.8,7.8,7.8,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,533
Bhairavi,5.3,0,0,0,5.3,0,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,35
Bhakta Siriyala,7.1,0,0,0,7.1,0,0,7.1,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,7.1,19
Bhakti Mein Shakti,7.5,0,7.5,0,7.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,7.5,13
Bhala Manus,4.6,0,0,0,4.6,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,11
Bhalevadivi Basu,4.6,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,4.6,35
Bhamashah,6.2,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,11
Bhangarh: The Last Episode,5.5,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,15
Bhangover,5.1,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,34
Bhangra Paa Le,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,287
Bhanwar,6.2,0,0,0,6.2,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,24
Bhanwarey,6.8,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,58
Bharat,4.9,4.9,0,0,4.9,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,22598
Bharat Bhagya Vidhata,5.7,5.7,5.7,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,5.7,13
Bharat Milap,6.6,0,6.6,0,6.6,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,6.6,9
Bhasmasur,6.8,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,132
Bhavani Junction,5.8,5.8,0,0,0,0,0,0,0,0,0,0,5.8,5.8,0,0,0,0,0,0,0,0,0,5.8,48
Bhavesh Joshi Superhero,7.6,7.6,0,0,7.6,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,7.6,7479
Bhavnao Ko Samjho,4.3,4.3,0,0,4.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,76
Bhavni Bhavai,6.6,0,0,0,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,114
Bhayaanak,4.3,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,6
Bhayaanak Mahal,3.4,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,8
Bhayaanak Panjaa,4.9,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,24
Bheegi Palkein,6.4,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,18
Bheegi Raat,6.2,0,0,0,6.2,6.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,40
Bheja Fry,7.6,0,0,0,7.6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,11444
Bheja Fry 2,4.7,0,0,0,4.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,1302
Bhikharan,6.2,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,9
Bhindi Baazaar,6.1,0,0,0,6.1,0,0,0,0,0,0,0,6.1,6.1,0,0,0,0,0,0,0,0,0,6.1,673
BHK Bhalla@Halla.Kom,5.9,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,74
Bhobhar - The Live Ash,4.9,0,0,0,4.9,0,4.9,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,4.9,9
Bhonsle,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1257
Bhooka Sher,4.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,12
Bhooka Sher,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23
Bhookailas,7.1,0,0,0,7.1,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,143
Bhool Bhulaiyaa,7.3,0,0,0,0,7.3,0,0,0,7.3,0,7.3,0,0,0,0,0,0,0,0,0,0,0,7.3,22777
Bhoomi,5.3,5.3,0,0,5.3,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,5.3,1755
Bhoot,6.5,0,0,0,0,0,0,0,0,6.5,0,6.5,6.5,0,0,0,0,0,0,0,0,0,0,6.5,3476
Bhoot and Friends,5.8,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,5.8,96
Bhoot Bungla,6.5,0,0,0,0,6.5,0,0,0,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0,6.5,106
Bhoot Ka Darr,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
Bhoot Returns,2.5,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,2.5,513
Bhoot: Part One - The Haunted Ship,5.4,0,0,0,0,0,0,0,0,5.4,0,5.4,5.4,0,0,0,0,0,0,0,0,0,0,5.4,4236
Bhoothnath Returns,6.6,0,0,0,6.6,6.6,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,6.6,5030
Bhootnath,6.3,0,0,0,6.3,6.3,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,6.3,8460
Bhootnath,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,60
Bhopal Express,7.1,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,367
Bhopal: A Prayer for Rain,7.2,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,1968
Bhopali,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,8,0,8,58
Bhor: Dawn,7.8,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,147
Bhouri,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,403
Bhrashtachar,4.6,4.6,0,0,4.6,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,4.6,119
Bhuddah Hoga Tera Baap,5.6,5.6,0,0,0,5.6,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,5.6,2782
Bhumika,7.4,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,585
Bhuvan Shome,7.5,0,0,0,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,400
Bichhoo,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,2807
Bidaai,6.5,0,0,0,6.5,0,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,54
Bidyapati,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23
Big Brother,3.8,3.8,0,0,3.8,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,3.8,781
Bijuka,6.4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,22
Billa No. 786,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,34
Billa Ranga,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,7.5,0,0,0,0,0,7.5,53
Billoo Baadshah,4.5,4.5,0,0,4.5,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,4.5,41
Billu,6.2,0,0,0,6.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,11078
Billu Ustaad,6.9,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,26
Bin Badal Barsaat,5.7,0,0,0,5.7,0,0,5.7,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,5.7,31
Bin Bulaye Baraati,3.8,3.8,0,0,0,3.8,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,3.8,255
Bin Maa Ke Bachche,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17
Bin Phere Free Me Tere,4.5,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,22
Bindiya Chamkegi,5.1,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,5.1,18
Bindiya Mange Bandook,3.9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,8
Bioscopewala,7.6,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,882
Biradari,5.9,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,33
Biraj Bahu,6.2,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,51
Bitch,5.5,0,5.5,0,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,11
Bitter Chestnut,7.1,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,27
Bittoo Boss,4.1,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,365
Biwi Aur Makan,6.9,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,45
Biwi Ho To Aisi,5.8,0,0,0,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,857
Biwi No. 1,5.7,0,0,0,5.7,5.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,5464
Biwi-O-Biwi,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,206
Black,8.2,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,33782
Black & White,6.2,0,0,0,6.2,0,0,0,0,0,0,0,6.2,6.2,0,0,0,0,0,0,0,0,0,6.2,570
Black Cat,6.7,6.7,0,0,0,0,0,0,0,0,0,6.7,6.7,0,0,0,0,0,0,0,0,0,0,6.7,25
Black Friday,8.5,8.5,0,0,8.5,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,8.5,19493
Black Home,7.4,0,0,0,7.4,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,7.4,23
Black Mountain,6.6,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,6.6,6.6,0,0,0,0,0,6.6,24
Black Rose,8.6,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,8.6,38
Blackboard vs Whiteboard,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,5.4,43
Blackmail,6.7,0,0,0,6.7,0,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,199
Blackmail,4.1,4.1,0,0,4.1,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,4.1,618
Blackmail,7.1,0,0,0,0,7.1,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,7.1,9671
Blank,6.2,6.2,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,6.2,933
Blood Money,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,981
Blue,3.7,3.7,3.7,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,3.7,4674
Blue Mountains,5.7,0,0,0,5.7,0,0,5.7,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,5.7,51
Blue Oranges,6.5,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,6.5,201
"Blue Skies, Green Waters, Red Earth",7.7,0,7.7,0,7.7,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,3446
Bluff Master,6.5,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,112
Bluffmaster,6.6,0,0,0,6.6,6.6,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,6.6,5950
Bobby,7.1,0,0,0,0,7.1,7.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,1776
Bobby Jasoos,5.5,0,0,0,5.5,5.5,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,5.5,2189
Bobby: Love and Lust,4.8,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,37
Bodyguard,4.7,4.7,0,0,4.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,23602
Boichek,6.3,0,0,0,6.3,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,6.3,24
Bol Bachchan,5.5,5.5,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,8367
Bol Radha Bol,6.1,6.1,0,0,0,6.1,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,6.1,760
Bole India Jai Bhim,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0,7.9,20
Bollywood Diaries,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,257
Bollywood Villa,4.8,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,4.8,12
Bollywood: The Greatest Love Story Ever Told,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,6.1,115
Bolo Raam,5.2,5.2,0,0,5.2,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,5.2,85
Bomb Blast,6.4,6.4,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,6.4,25
Bombai Ka Babu,7,0,0,0,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,154
Bombairiya,4.5,0,0,0,4.5,4.5,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,4.5,381
Bombay 405 Miles,6.9,6.9,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,83
Bombay Boys,6.5,0,0,0,6.5,6.5,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.5,557
Bombay Rose,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,480
Bombay Talkies,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,5124
Bombay to Bangkok,4.6,0,0,0,0,4.6,4.6,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,4.6,417
Bombay to Goa,6.8,6.8,6.8,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,1106
Bombay Velvet,5.6,5.6,0,0,5.6,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,5.6,5685
Bond of Love,5.1,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,5.1,1584
Boom,2.3,0,0,0,0,0,0,0,0,0,0,0,2.3,2.3,0,0,0,0,0,0,0,0,0,2.3,1361
Boond,4.2,4.2,0,0,4.2,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,4.2,10
Boot Polish,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,780
Border,7.9,7.9,0,0,7.9,0,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,7.9,14399
Border Kashmir,2.9,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,7
Boss,5.1,5.1,0,0,0,5.1,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,5.1,10583
Boxed,6.4,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,10
Boxer,7.5,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,13
Boy Friend,7.6,0,0,0,7.6,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,60
Boys Who Like Girls,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,6.9,19
Brahmachari,6.9,0,0,0,6.9,6.9,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,366
Break Ke Baad,5.2,0,0,0,5.2,5.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,4033
Breakaway,5.7,0,0,0,5.7,5.7,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,5.7,2237
Breaking Free,6.3,0,0,0,0,0,0,0,0,0,6.3,0,0,6.3,0,0,0,0,6.3,0,0,0,0,6.3,33
Bride & Prejudice,6.2,0,0,0,6.2,6.2,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,20125
"Brother, Superhit!",3.9,3.9,0,0,3.9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,554
Brothers,6.5,6.5,0,0,6.5,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,6.5,12018
Bub (Father),7.6,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,17
Bubble Gum,7.3,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,456
Buchcha,7.2,0,7.2,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,7.2,6
Buddha in a Traffic Jam,6.7,0,0,0,0,0,0,0,0,0,0,0,6.7,6.7,0,0,0,0,0,0,0,0,0,6.7,2346
Buddha Mar Gaya,2.6,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,356
Buddha Mil Gaya,7,0,0,0,7,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,244
Budhia Singh: Born to Run,7.6,0,0,0,7.6,0,0,0,0,0,0,0,0,0,7.6,7.6,0,0,0,0,0,0,0,7.6,1393
Budtameez,7.4,0,0,0,7.4,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,78
Bulandi,5.4,5.4,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,633
Bulbbul,6.6,0,0,0,6.6,0,0,0,0,6.6,0,6.6,0,0,0,0,0,0,0,0,0,0,0,6.6,10143
Bulbul Can Sing,6.8,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,323
Bulbule,7.8,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,25
Bullet,6.9,6.9,0,0,0,0,0,0,0,0,0,0,6.9,6.9,0,0,0,0,0,0,0,0,0,6.9,75
Bullet: Ek Dhamaka,3.6,3.6,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,49
Bullett Raja,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3787
Bumboo,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,982
Bumm Bumm Bole,6.1,0,0,0,6.1,0,0,0,0,0,0,0,6.1,0,0,0,0,6.1,0,0,0,0,0,6.1,616
Bumper Draw,4.8,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,41
Bunker,6.8,0,0,0,6.8,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,82
Bunty Aur Babli,6.2,0,0,0,6.2,6.2,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,6.2,6550
Bye Bye Miss Goodnight,6.1,0,0,0,6.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,16
Bypass Road,5.4,0,0,0,5.4,0,0,0,0,0,0,5.4,5.4,0,0,0,0,0,0,0,0,0,0,5.4,890
C Kkompany,5.4,0,0,0,5.4,5.4,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,5.4,1037
C U at 9,4.1,0,0,0,4.1,0,0,0,0,4.1,0,4.1,0,0,0,0,0,0,0,0,0,0,0,4.1,66
C.I.D.,7.3,7.3,0,0,0,0,0,7.3,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,7.3,647
C.I.D. 909,5.8,5.8,0,0,5.8,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,5.8,17
Cabaret,3.4,0,0,0,3.4,0,0,3.4,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,3.4,175
Calapor,4.5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,6
Calcutta Mail,5.7,5.7,0,0,5.7,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,5.7,480
Calendar Girls,4.2,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,862
Call,6.8,6.8,0,0,6.8,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,2236
Call for Fun,5.6,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,36
Cape Karma,4.2,0,0,0,4.2,0,0,0,0,0,0,4.2,4.2,0,0,0,0,0,0,0,0,0,0,4.2,141
Captain Nagarjuna,6.5,0,0,0,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,13
Captain Prabhakaran,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,212
Captain Vidyut,7.7,7.7,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,7.7,11
Car Thief,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13
Caravan,6.8,6.8,0,0,0,6.8,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,260
Care of Footpath,7.2,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,7.2,42
Cargo,5.7,0,0,5.7,5.7,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,5.7,2589
Cash,3.4,3.4,0,0,0,0,0,0,0,0,0,0,3.4,3.4,0,0,0,0,0,0,0,0,0,3.4,1859
CC2C,4.1,4.1,4.1,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,8102
Cecilia,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0,0,7.9,31
Celluloid Man,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,7.8,162
Censor,3.5,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,122
Chaahat,5.5,0,0,0,5.5,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,2676
Chaahat Ek Nasha...,3.9,0,0,0,3.9,0,3.9,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,3.9,74
Chaalbaaz,6.8,6.8,0,0,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,1489
Chaalbaaz,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,17
Chaalis Chauraasi,6.1,0,0,0,0,6.1,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,6.1,474
Chaand Kaa Tukdaa,4,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,603
Chaani,7.7,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,26
Chaar Din Ki Chandni,4.1,0,0,0,0,4.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,393
Chaar Maharathi,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,8
Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,8.6,656
Chaarfutiya Chhokare,5.9,0,0,0,5.9,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,5.9,38
Chacha Bhatija,5.8,5.8,0,0,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,213
Chachi 420,7.4,0,0,0,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,7.4,12575
Chai Coffee,7.9,0,0,0,7.9,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,11
Chai Pani Etc.,4.7,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,24
Chain Kulii Ki Main Kulii,5.6,0,0,0,5.6,5.6,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,5.6,1214
Chak De! India,8.2,0,0,0,8.2,0,0,0,0,0,0,0,0,0,8.2,0,0,8.2,0,0,0,0,0,8.2,75790
Chakkar Pe Chakkar,5.6,5.6,0,0,0,5.6,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,5.6,27
Chakra,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,141
Chakradhaar,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,28
Chakravyuh,6.8,6.8,0,0,6.8,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,6.8,3089
Chakravyuha,6.4,6.4,0,0,0,0,0,0,0,0,0,6.4,6.4,0,0,0,0,0,0,0,0,0,0,6.4,40
Chal Bhaag,3.8,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,101
